Timestamp,Year,Month,Day,State,Start_Lat,Start_Lon,End_Lat,End_Lon,EF,Injuries,Fatalities,Loss,Crop_Loss,Length,Width
1950-02-11 21:00:00,1950,2,11,TX,32.35,-95.2,32.42,-95.2,2,5,0,5000000.0,,4.6,100
1950-02-11 23:55:00,1950,2,11,TX,32.98,-94.63,33.0,-94.7,2,6,0,5000000.0,,4.5,67
1950-02-12 00:30:00,1950,2,12,TX,33.33,-94.42,33.45,-94.42,2,8,1,4000000.0,,8.0,833
1950-02-12 01:15:00,1950,2,12,TX,32.08,-98.35,32.1,-98.33,1,0,0,4000000.0,,2.3,233
1950-02-12 06:10:00,1950,2,12,TX,31.52,-96.55,31.57,-96.55,2,0,0,4000000.0,,3.4,100
1950-02-12 11:57:00,1950,2,12,TX,31.8,-94.2,31.88,-94.12,1,32,0,5000000.0,,7.7,100
1950-02-12 12:00:00,1950,2,12,MS,34.6,-89.12,0.0,0.0,2,2,3,4000000.0,,0.1,10
1950-02-12 12:00:00,1950,2,12,MS,34.6,-89.12,0.0,0.0,1,0,0,,,2.0,10
1950-02-12 12:00:00,1950,2,12,TX,31.8,-94.2,31.8,-94.18,3,15,3,5000000.0,,1.9,50
1950-02-12 12:30:00,1950,2,12,AR,34.48,-92.4,0.0,0.0,2,0,0,3000000.0,,0.1,100
1950-02-12 13:00:00,1950,2,12,LA,31.97,-94.0,33.0,-93.3,4,77,18,5000000.0,,82.6,100
1950-02-12 13:20:00,1950,2,12,LA,32.2,-93.58,32.97,-93.17,2,10,5,5000000.0,,58.4,100
1950-02-12 14:00:00,1950,2,12,LA,31.63,-93.65,32.55,-93.03,3,25,5,5000000.0,,74.5,100
1950-02-12 14:20:00,1950,2,12,LA,0.0,0.0,0.0,0.0,2,0,0,,,0.0,0
1950-02-12 15:00:00,1950,2,12,AR,33.27,-92.95,33.35,-92.95,2,0,0,4000000.0,,5.7,100
1950-02-12 23:00:00,1950,2,12,LA,32.6,-91.33,0.0,0.0,1,0,0,4000000.0,,0.5,33
1950-02-13 01:00:00,1950,2,13,TN,35.35,-89.77,0.0,0.0,1,8,0,3000000.0,,0.2,10
1950-02-13 02:00:00,1950,2,13,TN,35.75,-89.48,0.0,0.0,2,1,9,4000000.0,,0.2,10
1950-02-27 10:20:00,1950,2,27,OK,35.55,-97.6,0.0,0.0,2,0,0,4000000.0,,2.0,50
1950-03-16 09:15:00,1950,3,16,FL,29.65,-81.22,0.0,0.0,2,0,0,3000000.0,,1.5,150
1950-03-19 07:30:00,1950,3,19,LA,30.45,-93.45,0.0,0.0,1,2,0,4000000.0,,2.0,33
1950-03-19 13:15:00,1950,3,19,LA,30.1,-91.0,0.0,0.0,2,0,0,4000000.0,,1.0,50
1950-03-19 13:15:00,1950,3,19,LA,29.7,-90.1,29.67,-89.8,0,0,0,4000000.0,,18.1,27
1950-03-26 19:30:00,1950,3,26,AR,34.12,-93.07,34.32,-92.88,2,3,0,4000000.0,,17.4,150
1950-03-26 19:31:00,1950,3,26,AR,36.15,-91.83,36.2,-91.75,3,1,0,5000000.0,,5.7,200
1950-03-26 20:30:00,1950,3,26,AR,34.7,-92.35,34.8,-92.22,2,7,0,5000000.0,,10.4,600
1950-03-26 21:15:00,1950,3,26,AR,34.98,-91.73,35.08,-91.5,3,20,0,5000000.0,,14.9,1760
1950-03-26 23:30:00,1950,3,26,AR,35.1,-91.4,35.15,-91.33,2,2,0,,,5.4,833
1950-03-27 03:00:00,1950,3,27,OK,34.85,-95.75,0.0,0.0,2,0,0,3000000.0,,0.1,77
1950-03-27 05:00:00,1950,3,27,MS,33.17,-90.55,0.0,0.0,2,2,1,,,0.1,10
1950-03-27 06:00:00,1950,3,27,LA,32.63,-91.28,32.73,-91.05,1,2,0,4000000.0,,15.3,17
1950-03-27 07:30:00,1950,3,27,MS,33.13,-89.57,33.25,-89.42,2,0,0,,,11.9,10
1950-03-27 07:45:00,1950,3,27,MS,0.0,0.0,0.0,0.0,2,0,0,,,0.0,0
1950-03-27 07:45:00,1950,3,27,MS,32.28,-90.27,32.98,-89.82,2,7,0,5000000.0,,59.3,50
1950-03-27 07:45:00,1950,3,27,MS,0.0,0.0,0.0,0.0,2,0,0,,,0.0,0
1950-03-27 07:45:00,1950,3,27,MS,32.28,-90.27,32.48,-89.78,2,6,0,5000000.0,,31.9,50
1950-03-27 08:30:00,1950,3,27,LA,30.92,-91.13,0.0,0.0,1,0,0,4000000.0,,0.5,27
1950-03-27 08:45:00,1950,3,27,MS,33.67,-88.78,33.72,-88.73,2,0,0,,,4.7,10
1950-03-27 11:00:00,1950,3,27,MS,34.73,-88.27,0.0,0.0,1,2,0,4000000.0,,0.1,10
1950-03-27 15:00:00,1950,3,27,TN,35.68,-85.77,0.0,0.0,1,0,0,3000000.0,,0.2,10
1950-03-27 16:30:00,1950,3,27,IL,40.57,-88.6,40.6,-88.55,2,0,0,3000000.0,,3.0,50
1950-03-01 02:30:00,1950,3,1,MS,32.5,-88.85,0.0,0.0,1,0,0,,,0.1,10
1950-04-18 01:30:00,1950,4,18,AL,30.67,-88.2,30.85,-88.1,3,15,0,4000000.0,,14.0,100
1950-04-18 01:45:00,1950,4,18,AL,30.7,-87.92,0.0,0.0,2,0,0,3000000.0,,2.0,150
1950-04-24 07:45:00,1950,4,24,LA,30.1,-90.03,0.0,0.0,1,0,0,4000000.0,,2.0,100
1950-04-27 16:00:00,1950,4,27,SC,33.07,-80.0,0.0,0.0,1,0,0,4000000.0,,0.7,37
1950-04-28 14:17:00,1950,4,28,OK,34.88,-99.28,35.17,-99.2,3,1,1,5000000.0,,20.8,400
1950-04-28 17:00:00,1950,4,28,KS,38.12,-95.85,38.35,-95.63,1,0,0,4000000.0,,19.8,10
1950-04-28 18:00:00,1950,4,28,TX,32.42,-99.5,32.42,-99.48,4,5,5,5000000.0,,1.3,233
1950-04-28 19:05:00,1950,4,28,OK,35.08,-96.4,35.13,-96.35,4,32,5,5000000.0,,4.5,200
1950-04-28 19:30:00,1950,4,28,OK,34.55,-96.2,0.0,0.0,2,0,0,4000000.0,,0.8,100
1950-04-29 12:00:00,1950,4,29,MS,31.27,-89.83,31.38,-89.7,2,0,0,5000000.0,,11.3,100
1950-04-29 15:30:00,1950,4,29,TX,31.9,-98.6,31.73,-98.6,1,0,0,4000000.0,,11.5,200
1950-04-02 15:30:00,1950,4,2,AR,35.75,-91.22,0.0,0.0,3,8,1,3000000.0,,2.5,10
1950-04-02 18:00:00,1950,4,2,OK,35.82,-97.02,0.0,0.0,2,0,0,4000000.0,,1.0,100
1950-04-02 18:00:00,1950,4,2,AR,35.98,-89.92,0.0,0.0,1,0,0,3000000.0,,0.8,100
1950-04-03 16:15:00,1950,4,3,OK,36.13,-95.83,0.0,0.0,1,0,0,3000000.0,,1.0,33
1950-05-10 13:00:00,1950,5,10,WY,41.18,-110.42,0.0,0.0,2,0,0,1000000.0,,2.0,33
1950-05-11 18:30:00,1950,5,11,OK,36.82,-100.52,0.0,0.0,1,0,0,2000000.0,,0.5,77
1950-05-12 14:00:00,1950,5,12,NC,35.75,-77.42,0.0,0.0,1,0,0,4000000.0,,2.0,10
1950-05-12 17:00:00,1950,5,12,NC,35.73,-78.4,0.0,0.0,1,0,0,,,1.0,200
1950-05-12 17:00:00,1950,5,12,NC,35.73,-78.4,0.0,0.0,0,0,0,,,1.0,200
1950-05-13 11:30:00,1950,5,13,LA,31.15,-91.95,0.0,0.0,1,0,0,4000000.0,,2.0,27
1950-05-14 16:00:00,1950,5,14,TX,29.53,-95.45,0.0,0.0,1,0,0,3000000.0,,1.0,100
1950-05-14 17:00:00,1950,5,14,NC,35.3,-79.8,35.33,-79.75,1,0,0,3000000.0,,3.8,50
1950-05-14 17:30:00,1950,5,14,NC,35.0,-80.68,0.0,0.0,2,5,0,,,2.0,10
1950-05-15 00:01:00,1950,5,15,TX,29.78,-98.83,29.67,-98.57,2,0,0,4000000.0,,18.0,10
1950-05-15 11:00:00,1950,5,15,FL,28.58,-81.37,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-05-15 11:00:00,1950,5,15,FL,28.5,-81.37,0.0,0.0,2,0,0,4000000.0,,0.1,10
1950-05-16 18:00:00,1950,5,16,KS,37.55,-98.42,0.0,0.0,2,0,0,3000000.0,,0.2,200
1950-05-16 19:30:00,1950,5,16,OK,35.82,-99.12,35.87,-99.0,1,1,0,3000000.0,,7.3,100
1950-05-18 15:15:00,1950,5,18,NE,40.22,-100.63,0.0,0.0,1,0,0,4000000.0,,0.7,333
1950-05-18 19:00:00,1950,5,18,KS,38.12,-96.82,38.33,-96.82,3,2,0,5000000.0,,14.9,100
1950-05-18 19:00:00,1950,5,18,KS,39.85,-98.3,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-05-19 01:30:00,1950,5,19,KS,37.82,-96.85,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-05-22 12:39:00,1950,5,22,OK,35.67,-99.23,0.0,0.0,1,0,0,,,1.5,100
1950-05-23 18:00:00,1950,5,23,KS,39.75,-99.32,0.0,0.0,0,0,0,4000000.0,,0.2,250
1950-05-24 13:30:00,1950,5,24,KS,37.27,-99.48,37.28,-99.42,2,1,0,3000000.0,,3.6,77
1950-05-24 17:30:00,1950,5,24,KS,39.38,-96.97,39.45,-96.78,1,0,0,4000000.0,,10.7,40
1950-05-24 21:30:00,1950,5,24,OK,36.45,-99.03,0.0,0.0,2,2,0,4000000.0,,1.0,33
1950-05-25 16:30:00,1950,5,25,TX,32.67,-101.88,32.65,-101.85,1,0,0,3000000.0,,3.0,880
1950-05-29 14:48:00,1950,5,29,OK,36.38,-95.27,0.0,0.0,1,0,0,2000000.0,,1.0,33
1950-05-29 17:00:00,1950,5,29,TX,33.35,-96.92,33.3,-96.92,1,0,0,,,3.4,267
1950-05-29 23:00:00,1950,5,29,LA,32.1,-93.9,0.0,0.0,1,13,0,4000000.0,,1.0,27
1950-05-29 23:00:00,1950,5,29,LA,31.67,-93.7,0.0,0.0,1,0,0,4000000.0,,1.0,27
1950-05-30 14:00:00,1950,5,30,GA,34.75,-84.92,0.0,0.0,1,0,0,3000000.0,,0.5,10
1950-05-31 15:30:00,1950,5,31,NC,35.42,-77.25,0.0,0.0,1,0,0,3000000.0,,0.1,10
1950-05-01 01:00:00,1950,5,1,LA,31.7,-93.3,0.0,0.0,1,0,0,5000000.0,,2.0,100
1950-05-01 05:00:00,1950,5,1,MS,31.73,-91.07,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-05-01 09:00:00,1950,5,1,MS,31.55,-91.38,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-05-01 10:30:00,1950,5,1,LA,31.95,-92.63,32.05,-92.4,1,0,0,5000000.0,,15.4,150
1950-05-01 11:25:00,1950,5,1,LA,31.55,-92.9,31.57,-92.85,2,7,0,5000000.0,,3.6,100
1950-05-01 11:30:00,1950,5,1,LA,31.38,-91.73,0.0,0.0,1,2,0,4000000.0,,1.0,100
1950-05-01 11:30:00,1950,5,1,LA,31.75,-92.25,0.0,0.0,0,0,0,4000000.0,,1.0,100
1950-05-02 02:00:00,1950,5,2,LA,31.67,-92.9,32.0,-92.5,1,1,0,5000000.0,,32.8,150
1950-05-02 03:00:00,1950,5,2,LA,31.55,-91.97,0.0,0.0,2,5,1,5000000.0,,2.0,100
1950-05-04 20:00:00,1950,5,4,KS,38.68,-99.32,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-05-04 20:30:00,1950,5,4,TX,36.4,-100.8,36.42,-100.77,2,13,1,5000000.0,,1.9,50
1950-05-04 21:00:00,1950,5,4,IA,40.95,-95.73,0.0,0.0,1,0,0,1000000.0,,0.1,10
1950-05-04 21:30:00,1950,5,4,OK,35.25,-99.55,35.32,-99.5,2,0,0,4000000.0,,5.6,293
1950-05-04 21:30:00,1950,5,4,OK,35.58,-99.17,0.0,0.0,1,0,0,3000000.0,,0.1,10
1950-05-04 21:45:00,1950,5,4,OK,36.57,-99.57,0.0,0.0,2,0,0,5000000.0,,1.0,100
1950-05-04 23:10:00,1950,5,4,KS,38.03,-99.12,38.45,-98.78,4,1,0,5000000.0,,34.3,150
1950-05-05 03:30:00,1950,5,5,KS,39.62,-95.62,39.85,-95.52,3,12,0,5000000.0,,17.3,440
1950-05-07 18:30:00,1950,5,7,OK,36.3,-99.8,0.0,0.0,1,0,0,,,0.1,10
1950-05-07 23:00:00,1950,5,7,OK,36.12,-97.83,36.17,-97.78,2,3,0,4000000.0,,4.3,10
1950-05-07 23:00:00,1950,5,7,OK,36.0,-97.0,0.0,0.0,1,0,0,3000000.0,,0.1,10
1950-05-08 04:30:00,1950,5,8,SD,43.38,-97.97,0.0,0.0,1,0,0,3000000.0,,1.0,10
1950-05-08 13:00:00,1950,5,8,FL,29.13,-81.35,0.0,0.0,1,0,0,3000000.0,,0.3,30
1950-05-08 18:30:00,1950,5,8,KS,39.35,-98.48,39.47,-98.3,2,0,0,5000000.0,,12.6,660
1950-05-08 19:00:00,1950,5,8,KS,39.57,-98.3,39.63,-98.2,2,1,0,4000000.0,,6.8,10
1950-05-08 19:20:00,1950,5,8,IA,41.03,-95.27,41.02,-95.22,2,0,0,,,0.1,200
1950-05-08 19:30:00,1950,5,8,KS,39.23,-98.95,39.23,-98.58,2,2,0,4000000.0,,19.6,440
1950-05-08 21:17:00,1950,5,8,KS,39.4,-97.65,0.0,0.0,1,1,0,4000000.0,,0.1,10
1950-05-08 21:30:00,1950,5,8,KS,39.72,-97.77,0.0,0.0,1,0,0,,,0.1,10
1950-05-08 22:10:00,1950,5,8,NE,40.38,-95.8,40.28,-95.68,2,1,0,4000000.0,,8.8,467
1950-05-09 00:01:00,1950,5,9,KS,39.2,-96.58,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-05-09 20:20:00,1950,5,9,OK,34.77,-96.83,0.0,0.0,1,0,0,4000000.0,,0.8,200
1950-06-13 03:00:00,1950,6,13,IL,41.95,-89.77,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-06-13 11:05:00,1950,6,13,ND,46.8,-97.92,0.0,0.0,3,0,0,5000000.0,,2.0,10
1950-06-13 17:30:00,1950,6,13,NE,42.6,-97.88,42.65,-97.82,2,101,0,4000000.0,,4.1,10
1950-06-14 16:00:00,1950,6,14,WY,44.13,-104.18,0.0,0.0,1,0,0,1000000.0,,0.2,10
1950-06-14 17:00:00,1950,6,14,ND,48.92,-103.77,48.78,-103.28,3,0,0,4000000.0,,23.7,10
1950-06-15 01:00:00,1950,6,15,MO,39.7,-92.07,0.0,0.0,1,0,0,3000000.0,,0.2,100
1950-06-15 16:42:00,1950,6,15,MN,46.58,-96.33,46.52,-96.33,2,4,0,3000000.0,,4.6,67
1950-06-15 20:00:00,1950,6,15,IA,41.98,-93.6,41.97,-93.48,3,5,0,,,5.6,300
1950-06-16 15:30:00,1950,6,16,KS,38.28,-101.28,38.7,-101.13,1,0,0,4000000.0,,29.9,10
1950-06-19 20:40:00,1950,6,19,TX,36.08,-102.53,36.08,-102.25,0,0,0,,,15.8,167
1950-06-22 21:00:00,1950,6,22,NE,40.18,-98.03,40.2,-97.98,0,0,0,,,1.9,10
1950-06-25 18:45:00,1950,6,25,KS,37.77,-97.47,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-06-25 19:20:00,1950,6,25,WI,45.42,-91.0,0.0,0.0,1,0,0,4000000.0,,0.5,10
1950-06-25 20:30:00,1950,6,25,WI,45.57,-90.3,45.57,-90.12,2,0,0,5000000.0,,8.4,10
1950-06-25 21:00:00,1950,6,25,WI,44.83,-90.35,44.97,-90.28,2,0,1,4000000.0,,7.8,17
1950-06-25 21:00:00,1950,6,25,WI,45.58,-89.58,45.67,-89.33,4,12,2,5000000.0,,13.1,880
1950-06-25 21:00:00,1950,6,25,KS,39.5,-99.62,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-06-25 23:30:00,1950,6,25,WI,43.95,-88.95,43.97,-88.93,3,0,0,5000000.0,,0.1,300
1950-06-03 01:00:00,1950,6,3,MS,33.08,-89.58,0.0,0.0,3,1,2,,,2.0,50
1950-06-04 06:00:00,1950,6,4,GA,33.68,-84.93,0.0,0.0,0,0,0,3000000.0,,2.0,200
1950-06-04 08:00:00,1950,6,4,GA,33.85,-84.25,33.85,-84.2,1,1,0,4000000.0,,3.3,10
1950-06-05 15:55:00,1950,6,5,TX,30.18,-96.4,30.02,-96.05,3,6,0,5000000.0,,23.9,67
1950-06-05 16:00:00,1950,6,5,TX,29.9,-96.4,29.72,-96.07,1,2,0,6000000.0,,23.7,10
1950-06-07 15:30:00,1950,6,7,WY,43.08,-104.5,0.0,0.0,1,0,0,1000000.0,,0.2,10
1950-06-07 17:30:00,1950,6,7,GA,33.03,-84.15,0.0,0.0,1,0,0,3000000.0,,2.0,300
1950-06-08 20:10:00,1950,6,8,KS,38.33,-97.93,38.33,-97.6,4,5,1,5000000.0,,17.1,700
1950-06-09 13:00:00,1950,6,9,MO,38.0,-92.22,38.02,-92.17,1,0,0,3000000.0,,2.7,220
1950-06-09 18:25:00,1950,6,9,OK,36.8,-97.25,0.0,0.0,1,0,0,3000000.0,,0.1,100
1950-07-11 17:00:00,1950,7,11,NM,35.28,-103.52,35.33,-103.48,1,0,0,2000000.0,,3.8,500
1950-07-12 16:00:00,1950,7,12,CT,41.57,-72.57,0.0,0.0,2,0,0,3000000.0,,10.0,10
1950-07-14 06:30:00,1950,7,14,CT,41.27,-73.5,0.0,0.0,2,3,0,5000000.0,,5.0,100
1950-07-15 17:30:00,1950,7,15,NE,41.8,-96.6,41.73,-96.42,4,33,0,6000000.0,,10.0,440
1950-07-16 22:15:00,1950,7,16,IL,41.08,-88.43,0.0,0.0,1,0,0,4000000.0,,1.0,33
1950-07-18 16:30:00,1950,7,18,KS,37.68,-95.52,0.0,0.0,1,0,0,,,0.1,10
1950-07-19 14:30:00,1950,7,19,IN,40.22,-87.15,40.18,-87.07,1,0,0,4000000.0,,4.3,200
1950-07-19 15:15:00,1950,7,19,OH,40.8,-84.62,40.82,-84.58,2,0,0,,,0.1,200
1950-07-19 15:15:00,1950,7,19,OH,40.72,-84.08,40.83,-83.97,3,30,0,6000000.0,,9.7,300
1950-07-19 16:00:00,1950,7,19,MO,38.42,-92.77,0.0,0.0,1,0,0,2000000.0,,1.5,440
1950-07-19 17:45:00,1950,7,19,IN,41.07,-85.08,41.08,-85.08,2,0,0,,,1.1,100
1950-07-22 15:07:00,1950,7,22,CO,40.52,-104.57,0.0,0.0,0,0,0,,,0.1,10
1950-07-24 14:40:00,1950,7,24,PA,41.63,-79.68,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-07-26 15:30:00,1950,7,26,NC,35.53,-77.4,0.0,0.0,1,0,0,,,0.1,10
1950-07-27 16:20:00,1950,7,27,NC,35.4,-80.57,0.0,0.0,1,0,0,3000000.0,,0.1,10
1950-07-01 12:00:00,1950,7,1,KS,38.7,-97.08,0.0,0.0,2,0,0,4000000.0,,0.1,10
1950-07-01 12:00:00,1950,7,1,KS,39.3,-96.92,0.0,0.0,1,1,0,4000000.0,,0.1,10
1950-07-01 20:00:00,1950,7,1,IA,42.45,-91.92,0.0,0.0,2,0,0,,,14.0,10
1950-07-02 19:00:00,1950,7,2,KS,38.47,-100.88,0.0,0.0,2,0,0,6000000.0,,1.0,90
1950-07-03 18:20:00,1950,7,3,IN,41.65,-86.3,0.0,0.0,0,0,0,,,0.1,10
1950-07-05 18:00:00,1950,7,5,PA,40.58,-75.7,40.65,-75.47,2,2,0,4000000.0,,12.9,10
1950-07-05 18:30:00,1950,7,5,PA,40.6,-76.75,0.0,0.0,2,0,0,3000000.0,,0.1,13
1950-07-08 22:45:00,1950,7,8,KS,39.82,-96.8,0.0,0.0,1,0,0,4000000.0,,1.0,90
1950-08-11 17:00:00,1950,8,11,MD,39.33,-75.87,0.0,0.0,1,0,0,3000000.0,,6.0,10
1950-08-24 03:45:00,1950,8,24,AR,34.4,-91.43,34.43,-91.38,2,7,0,4000000.0,,3.6,200
1950-08-28 14:50:00,1950,8,28,KS,37.47,-100.82,37.42,-100.7,1,0,0,,,7.2,10
1950-08-29 16:00:00,1950,8,29,PA,40.22,-75.0,0.0,0.0,1,0,0,3000000.0,,1.0,10
1950-08-30 16:00:00,1950,8,30,FL,29.73,-84.98,0.0,0.0,1,0,0,4000000.0,,0.5,50
1950-08-31 00:02:00,1950,8,31,FL,30.8,-85.2,0.0,0.0,0,0,0,3000000.0,,0.1,10
1950-08-02 12:30:00,1950,8,2,NM,34.12,-107.23,34.02,-107.3,1,0,0,4000000.0,,7.9,100
1950-08-05 17:30:00,1950,8,5,CO,40.73,-102.55,40.68,-102.47,2,1,0,4000000.0,,0.1,10
1950-08-06 15:00:00,1950,8,6,KS,39.93,-101.0,0.0,0.0,1,0,0,4000000.0,,0.1,10
1950-08-06 18:00:00,1950,8,6,KS,37.97,-100.77,0.0,0.0,2,0,0,3000000.0,,0.1,10
1950-08-06 18:30:00,1950,8,6,KS,39.13,-100.63,39.12,-100.47,2,0,0,5000000.0,,8.7,10
1950-08-08 01:00:00,1950,8,8,MO,37.13,-93.38,0.0,0.0,1,0,0,2000000.0,,2.0,10
1950-08-09 16:55:00,1950,8,9,WV,39.28,-81.38,0.0,0.0,1,0,0,,,5.0,10
1950-09-15 17:45:00,1950,9,15,OK,35.0,-96.25,35.07,-96.17,2,6,0,5000000.0,,6.8,100
1950-09-16 01:30:00,1950,9,16,OK,34.83,-95.85,0.0,0.0,0,0,0,2000000.0,,0.1,10
1950-09-21 17:30:00,1950,9,21,NE,40.72,-96.82,40.72,-96.38,1,0,0,3000000.0,,22.5,67
1951-10-21 20:30:00,1951,10,21,OK,36.53,-97.07,0.0,0.0,1,0,0,3000000.0,,2.0,880
1951-10-23 03:00:00,1951,10,23,AR,35.0,-93.5,0.0,0.0,2,4,0,,,0.1,10
1951-11-13 13:15:00,1951,11,13,IL,40.2,-89.72,40.6,-88.98,2,0,0,4000000.0,,47.4,50
1951-11-13 13:30:00,1951,11,13,MO,36.62,-89.75,0.0,0.0,3,1,0,4000000.0,,1.0,27
1951-11-13 14:50:00,1951,11,13,IL,37.9,-89.53,37.97,-89.43,2,7,0,5000000.0,,7.1,250
1951-11-13 16:00:00,1951,11,13,IN,41.6,-87.33,0.0,0.0,2,0,0,5000000.0,,0.3,400
1951-11-13 17:50:00,1951,11,13,KY,37.02,-88.33,0.0,0.0,3,11,1,5000000.0,,2.0,10
1951-11-14 22:00:00,1951,11,14,TN,35.22,-87.03,0.0,0.0,2,0,0,4000000.0,,0.2,10
1951-11-15 15:00:00,1951,11,15,AL,34.2,-86.7,0.0,0.0,2,2,0,3000000.0,,0.1,150
1951-11-15 20:00:00,1951,11,15,AL,34.83,-87.8,0.0,0.0,2,6,0,3000000.0,,1.5,177
1951-11-16 01:00:00,1951,11,16,AL,34.08,-86.52,0.0,0.0,2,1,0,3000000.0,,1.5,10
1951-11-16 06:55:00,1951,11,16,GA,31.53,-84.17,0.0,0.0,1,0,0,3000000.0,,0.5,100
1951-11-01 06:40:00,1951,11,1,VA,37.22,-76.52,0.0,0.0,1,0,0,3000000.0,,0.1,230
1951-11-01 07:00:00,1951,11,1,LA,30.08,-89.8,0.0,0.0,1,0,0,4000000.0,,0.3,100
1951-12-18 13:30:00,1951,12,18,FL,30.35,-81.75,0.0,0.0,1,0,0,3000000.0,,0.5,33
1951-12-18 17:00:00,1951,12,18,MA,41.37,-70.53,0.0,0.0,2,0,0,,,0.1,10
1951-12-18 17:45:00,1951,12,18,FL,27.75,-81.8,0.0,0.0,2,0,0,4000000.0,,0.1,150
1951-12-18 18:00:00,1951,12,18,FL,27.77,-82.63,0.0,0.0,1,0,0,3000000.0,,2.8,100
1951-12-18 18:30:00,1951,12,18,FL,27.78,-81.53,0.0,0.0,2,0,0,2000000.0,,0.1,10
1951-12-20 15:15:00,1951,12,20,MS,33.13,-89.05,0.0,0.0,1,0,0,4000000.0,,2.0,900
1951-12-04 11:25:00,1951,12,4,FL,28.12,-82.03,0.0,0.0,1,0,0,3000000.0,,0.1,27
1951-12-06 17:40:00,1951,12,6,OR,44.18,-123.23,0.0,0.0,1,0,0,1000000.0,,0.3,50
1951-12-06 18:00:00,1951,12,6,IL,41.33,-89.18,41.65,-89.12,3,1,1,5000000.0,,21.9,150
1951-12-08 17:30:00,1951,12,8,MS,32.17,-90.8,0.0,0.0,0,0,0,3000000.0,,0.5,350
1951-01-11 10:25:00,1951,1,11,CA,37.37,-122.12,37.42,-122.03,2,0,0,6000000.0,,5.7,10
1951-01-06 17:30:00,1951,1,6,LA,31.3,-92.47,31.53,-92.4,3,11,0,5000000.0,,16.8,317
1951-02-19 18:30:00,1951,2,19,OK,35.27,-98.18,35.83,-97.83,2,5,0,4000000.0,,43.9,20
1951-02-19 22:00:00,1951,2,19,OK,35.15,-97.45,0.0,0.0,0,0,0,2000000.0,,0.1,100
1951-02-20 09:15:00,1951,2,20,AR,0.0,0.0,0.0,0.0,2,0,0,,,0.0,0
